model_name,run,image_path,ground_truth,raw_answers,forced_repetitions,time_ms
CustomLLaMA,run_0,EXP1-Results/length/length_image_1.png,15.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

0.20",0.0,962.8949165344238
CustomLLaMA,run_0,EXP1-Results/length/length_image_2.png,8.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

0.0",0.0,417.5684452056885
CustomLLaMA,run_0,EXP1-Results/length/length_image_3.png,48.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

0.58",0.0,429.06928062438965
CustomLLaMA,run_0,EXP1-Results/length/length_image_4.png,44.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

0.47",0.0,421.6117858886719
CustomLLaMA,run_0,EXP1-Results/length/length_image_5.png,16.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

0.0",0.0,421.7824935913086
CustomLLaMA,run_0,EXP1-Results/length/length_image_6.png,27.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

0.32",0.0,420.3977584838867
CustomLLaMA,run_0,EXP1-Results/length/length_image_7.png,40.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

42.0",0.0,425.9617328643799
CustomLLaMA,run_0,EXP1-Results/length/length_image_8.png,18.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

0.0",0.0,458.23192596435547
CustomLLaMA,run_0,EXP1-Results/length/length_image_9.png,56.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

0.59",0.0,429.1832447052002
CustomLLaMA,run_0,EXP1-Results/length/length_image_10.png,19.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

0.0",0.0,425.3547191619873
CustomLLaMA,run_0,EXP1-Results/length/length_image_11.png,4.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

0.0",0.0,417.80781745910645
CustomLLaMA,run_0,EXP1-Results/length/length_image_12.png,31.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

0.36",0.0,435.4135990142822
CustomLLaMA,run_0,EXP1-Results/length/length_image_13.png,50.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

0.59",0.0,419.6958541870117
CustomLLaMA,run_0,EXP1-Results/length/length_image_14.png,42.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

0.47",0.0,422.9130744934082
CustomLLaMA,run_0,EXP1-Results/length/length_image_15.png,11.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

0.0",0.0,420.58873176574707
CustomLLaMA,run_0,EXP1-Results/length/length_image_16.png,34.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

42.0",0.0,424.3772029876709
CustomLLaMA,run_0,EXP1-Results/length/length_image_17.png,5.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

0.0",0.0,423.73204231262207
CustomLLaMA,run_0,EXP1-Results/length/length_image_18.png,38.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

43.0",0.0,418.5595512390137
CustomLLaMA,run_0,EXP1-Results/length/length_image_19.png,55.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

0.57",0.0,424.4346618652344
CustomLLaMA,run_0,EXP1-Results/length/length_image_20.png,57.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

0.52",0.0,418.6239242553711
CustomLLaMA,run_0,EXP1-Results/length/length_image_21.png,12.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

0.0",0.0,419.35229301452637
CustomLLaMA,run_0,EXP1-Results/length/length_image_22.png,3.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

0.0",0.0,418.9786911010742
CustomLLaMA,run_0,EXP1-Results/length/length_image_23.png,18.0,"user
Estimate the line length from top to bottom (range: 0-100). Number only. No explanation.
assistant

0.23",0.0,420.32432556152344
